year,decade,century,tried,deaths,city,gadm.adm2,gadm.adm1,gadm.adm0,lon,lat,record.source
1700,1700,1700,7,,Landau,Koblenz,Rheinland-Pfalz,Germany,8.11856,49.1989,Behringer (1987)
,1570,1500,15,,Saint-Die,Vosges,Lorraine,France,6.94777,48.2875,Briggs (2007)
,1570,1500,3,,Blamont,Meurthe-et-Moselle,Lorraine,France,6.84384,48.5894,Briggs (2007)
,1570,1500,1,,Gondreville,Meurthe-et-Moselle,Lorraine,France,5.96373,48.6931,Briggs (2007)
,1570,1500,1,,Einville-au-jard,Meurthe-et-Moselle,Lorraine,France,6.48818,48.6551,Briggs (2007)
,1570,1500,2,,Mirecourt,Vosges,Lorraine,France,6.13386,48.3022,Briggs (2007)
,1570,1500,2,,Epinal,Vosges,Lorraine,France,6.4494,48.1724,Briggs (2007)
,1570,1500,2,,Chatel-sur-Moselle,Vosges,Lorraine,France,6.39335,48.3129,Briggs (2007)
,1570,1500,2,,Rosieres-aux-Salines,Meurthe-et-Moselle,Lorraine,France,6.33295,48.5954,Briggs (2007)
,1570,1500,2,,Amance,Meurthe-et-Moselle,Lorraine,France,6.27948,48.7543,Briggs (2007)
,1570,1500,2,,Vaudemont,Meurthe-et-Moselle,Lorraine,France,6.05513,48.4169,Briggs (2007)
,1570,1500,2,,Arches,Vosges,Lorraine,France,6.52836,48.118,Briggs (2007)
,1570,1500,2,,Bruyeres,Vosges,Lorraine,France,6.71947,48.2113,Briggs (2007)
,1570,1500,2,,Dompaire,Vosges,Lorraine,France,6.2262,48.2212,Briggs (2007)
,1570,1500,1,,Luneville,Meurthe-et-Moselle,Lorraine,France,6.49234,48.5922,Briggs (2007)
,1570,1500,1,,Charmes,Vosges,Lorraine,France,6.29325,48.3723,Briggs (2007)
,1570,1500,3,,Nancy,Meurthe-et-Moselle,Lorraine,France,6.18442,48.6921,Briggs (2007)
,1570,1500,1,,Dieuze,Moselle,Lorraine,France,6.71757,48.8103,Briggs (2007)
,1570,1500,1,,Pont-a-Mousson,Meurthe-et-Moselle,Lorraine,France,6.05487,48.9033,Briggs (2007)
,1580,1500,62,,Saint-Die,Vosges,Lorraine,France,6.94777,48.2875,Briggs (2007)
,1580,1500,11,,Blamont,Meurthe-et-Moselle,Lorraine,France,6.84384,48.5894,Briggs (2007)
,1580,1500,6,,Gondreville,Meurthe-et-Moselle,Lorraine,France,5.96373,48.6931,Briggs (2007)
,1580,1500,5,,Einville-au-jard,Meurthe-et-Moselle,Lorraine,France,6.48818,48.6551,Briggs (2007)
,1580,1500,10,,Mirecourt,Vosges,Lorraine,France,6.13386,48.3022,Briggs (2007)
,1580,1500,7,,Epinal,Vosges,Lorraine,France,6.4494,48.1724,Briggs (2007)
,1580,1500,8,,Chatel-sur-Moselle,Vosges,Lorraine,France,6.39335,48.3129,Briggs (2007)
,1580,1500,7,,Rosieres-aux-Salines,Meurthe-et-Moselle,Lorraine,France,6.33295,48.5954,Briggs (2007)
,1580,1500,7,,Amance,Meurthe-et-Moselle,Lorraine,France,6.27948,48.7543,Briggs (2007)
,1580,1500,9,,Vaudemont,Meurthe-et-Moselle,Lorraine,France,6.05513,48.4169,Briggs (2007)
,1580,1500,10,,Arches,Vosges,Lorraine,France,6.52836,48.118,Briggs (2007)
,1580,1500,6,,Bruyeres,Vosges,Lorraine,France,6.71947,48.2113,Briggs (2007)
,1580,1500,7,,Dompaire,Vosges,Lorraine,France,6.2262,48.2212,Briggs (2007)
,1580,1500,4,,Luneville,Meurthe-et-Moselle,Lorraine,France,6.49234,48.5922,Briggs (2007)
,1580,1500,3,,Charmes,Vosges,Lorraine,France,6.29325,48.3723,Briggs (2007)
,1580,1500,12,,Nancy,Meurthe-et-Moselle,Lorraine,France,6.18442,48.6921,Briggs (2007)
,1580,1500,5,,Dieuze,Moselle,Lorraine,France,6.71757,48.8103,Briggs (2007)
,1580,1500,5,,Pont-a-Mousson,Meurthe-et-Moselle,Lorraine,France,6.05487,48.9033,Briggs (2007)
,1580,1500,2,,Preny,Meurthe-et-Moselle,Lorraine,France,5.99599,48.9789,Briggs (2007)
,1580,1500,1,,Darney,Vosges,Lorraine,France,6.04725,48.085,Briggs (2007)
,1580,1500,1,,Bitche,Moselle,Lorraine,France,7.42728,49.0504,Briggs (2007)
,1590,1500,80,,Saint-Die,Vosges,Lorraine,France,6.94777,48.2875,Briggs (2007)
,1590,1500,14,,Blamont,Meurthe-et-Moselle,Lorraine,France,6.84384,48.5894,Briggs (2007)
,1590,1500,8,,Gondreville,Meurthe-et-Moselle,Lorraine,France,5.96373,48.6931,Briggs (2007)
,1590,1500,6,,Einville-au-jard,Meurthe-et-Moselle,Lorraine,France,6.48818,48.6551,Briggs (2007)
,1590,1500,13,,Mirecourt,Vosges,Lorraine,France,6.13386,48.3022,Briggs (2007)
,1590,1500,9,,Epinal,Vosges,Lorraine,France,6.4494,48.1724,Briggs (2007)
,1590,1500,10,,Chatel-sur-Moselle,Vosges,Lorraine,France,6.39335,48.3129,Briggs (2007)
,1590,1500,9,,Rosieres-aux-Salines,Meurthe-et-Moselle,Lorraine,France,6.33295,48.5954,Briggs (2007)
,1590,1500,9,,Amance,Meurthe-et-Moselle,Lorraine,France,6.27948,48.7543,Briggs (2007)
,1590,1500,12,,Vaudemont,Meurthe-et-Moselle,Lorraine,France,6.05513,48.4169,Briggs (2007)
,1590,1500,13,,Arches,Vosges,Lorraine,France,6.52836,48.118,Briggs (2007)
,1590,1500,8,,Bruyeres,Vosges,Lorraine,France,6.71947,48.2113,Briggs (2007)
,1590,1500,9,,Dompaire,Vosges,Lorraine,France,6.2262,48.2212,Briggs (2007)
,1590,1500,5,,Luneville,Meurthe-et-Moselle,Lorraine,France,6.49234,48.5922,Briggs (2007)
,1590,1500,4,,Charmes,Vosges,Lorraine,France,6.29325,48.3723,Briggs (2007)
,1590,1500,16,,Nancy,Meurthe-et-Moselle,Lorraine,France,6.18442,48.6921,Briggs (2007)
,1590,1500,6,,Dieuze,Moselle,Lorraine,France,6.71757,48.8103,Briggs (2007)
,1590,1500,6,,Pont-a-Mousson,Meurthe-et-Moselle,Lorraine,France,6.05487,48.9033,Briggs (2007)
,1590,1500,2,,Preny,Meurthe-et-Moselle,Lorraine,France,5.99599,48.9789,Briggs (2007)
,1590,1500,1,,Darney,Vosges,Lorraine,France,6.04725,48.085,Briggs (2007)
,1590,1500,2,,Bitche,Moselle,Lorraine,France,7.42728,49.0504,Briggs (2007)
,1600,1600,85,,Saint-Die,Vosges,Lorraine,France,6.94777,48.2875,Briggs (2007)
,1600,1600,15,,Blamont,Meurthe-et-Moselle,Lorraine,France,6.84384,48.5894,Briggs (2007)
,1600,1600,8,,Gondreville,Meurthe-et-Moselle,Lorraine,France,5.96373,48.6931,Briggs (2007)
,1600,1600,7,,Einville-au-jard,Meurthe-et-Moselle,Lorraine,France,6.48818,48.6551,Briggs (2007)
,1600,1600,14,,Mirecourt,Vosges,Lorraine,France,6.13386,48.3022,Briggs (2007)
,1600,1600,10,,Epinal,Vosges,Lorraine,France,6.4494,48.1724,Briggs (2007)
,1600,1600,11,,Chatel-sur-Moselle,Vosges,Lorraine,France,6.39335,48.3129,Briggs (2007)
,1600,1600,10,,Rosieres-aux-Salines,Meurthe-et-Moselle,Lorraine,France,6.33295,48.5954,Briggs (2007)
,1600,1600,10,,Amance,Meurthe-et-Moselle,Lorraine,France,6.27948,48.7543,Briggs (2007)
,1600,1600,12,,Vaudemont,Meurthe-et-Moselle,Lorraine,France,6.05513,48.4169,Briggs (2007)
,1600,1600,14,,Arches,Vosges,Lorraine,France,6.52836,48.118,Briggs (2007)
,1600,1600,9,,Bruyeres,Vosges,Lorraine,France,6.71947,48.2113,Briggs (2007)
,1600,1600,9,,Dompaire,Vosges,Lorraine,France,6.2262,48.2212,Briggs (2007)
,1600,1600,5,,Luneville,Meurthe-et-Moselle,Lorraine,France,6.49234,48.5922,Briggs (2007)
,1600,1600,4,,Charmes,Vosges,Lorraine,France,6.29325,48.3723,Briggs (2007)
,1600,1600,17,,Nancy,Meurthe-et-Moselle,Lorraine,France,6.18442,48.6921,Briggs (2007)
,1600,1600,7,,Dieuze,Moselle,Lorraine,France,6.71757,48.8103,Briggs (2007)
,1600,1600,7,,Pont-a-Mousson,Meurthe-et-Moselle,Lorraine,France,6.05487,48.9033,Briggs (2007)
,1600,1600,3,,Preny,Meurthe-et-Moselle,Lorraine,France,5.99599,48.9789,Briggs (2007)
,1600,1600,1,,Darney,Vosges,Lorraine,France,6.04725,48.085,Briggs (2007)
,1600,1600,2,,Bitche,Moselle,Lorraine,France,7.42728,49.0504,Briggs (2007)
,1610,1600,82,,Saint-Die,Vosges,Lorraine,France,6.94777,48.2875,Briggs (2007)
,1610,1600,14,,Blamont,Meurthe-et-Moselle,Lorraine,France,6.84384,48.5894,Briggs (2007)
,1610,1600,8,,Gondreville,Meurthe-et-Moselle,Lorraine,France,5.96373,48.6931,Briggs (2007)
,1610,1600,6,,Einville-au-jard,Meurthe-et-Moselle,Lorraine,France,6.48818,48.6551,Briggs (2007)
,1610,1600,13,,Mirecourt,Vosges,Lorraine,France,6.13386,48.3022,Briggs (2007)
,1610,1600,9,,Epinal,Vosges,Lorraine,France,6.4494,48.1724,Briggs (2007)
,1610,1600,10,,Chatel-sur-Moselle,Vosges,Lorraine,France,6.39335,48.3129,Briggs (2007)
,1610,1600,10,,Rosieres-aux-Salines,Meurthe-et-Moselle,Lorraine,France,6.33295,48.5954,Briggs (2007)
,1610,1600,9,,Amance,Meurthe-et-Moselle,Lorraine,France,6.27948,48.7543,Briggs (2007)
,1610,1600,12,,Vaudemont,Meurthe-et-Moselle,Lorraine,France,6.05513,48.4169,Briggs (2007)
,1610,1600,13,,Arches,Vosges,Lorraine,France,6.52836,48.118,Briggs (2007)
,1610,1600,9,,Bruyeres,Vosges,Lorraine,France,6.71947,48.2113,Briggs (2007)
,1610,1600,9,,Dompaire,Vosges,Lorraine,France,6.2262,48.2212,Briggs (2007)
,1610,1600,5,,Luneville,Meurthe-et-Moselle,Lorraine,France,6.49234,48.5922,Briggs (2007)
,1610,1600,4,,Charmes,Vosges,Lorraine,France,6.29325,48.3723,Briggs (2007)
,1610,1600,16,,Nancy,Meurthe-et-Moselle,Lorraine,France,6.18442,48.6921,Briggs (2007)
,1610,1600,7,,Dieuze,Moselle,Lorraine,France,6.71757,48.8103,Briggs (2007)
,1610,1600,6,,Pont-a-Mousson,Meurthe-et-Moselle,Lorraine,France,6.05487,48.9033,Briggs (2007)
,1610,1600,3,,Preny,Meurthe-et-Moselle,Lorraine,France,5.99599,48.9789,Briggs (2007)
,1610,1600,1,,Darney,Vosges,Lorraine,France,6.04725,48.085,Briggs (2007)
,1610,1600,2,,Bitche,Moselle,Lorraine,France,7.42728,49.0504,Briggs (2007)
,1620,1600,60,,Saint-Die,Vosges,Lorraine,France,6.94777,48.2875,Briggs (2007)
,1620,1600,10,,Blamont,Meurthe-et-Moselle,Lorraine,France,6.84384,48.5894,Briggs (2007)
,1620,1600,6,,Gondreville,Meurthe-et-Moselle,Lorraine,France,5.96373,48.6931,Briggs (2007)
,1620,1600,5,,Einville-au-jard,Meurthe-et-Moselle,Lorraine,France,6.48818,48.6551,Briggs (2007)
,1620,1600,10,,Mirecourt,Vosges,Lorraine,France,6.13386,48.3022,Briggs (2007)
,1620,1600,7,,Epinal,Vosges,Lorraine,France,6.4494,48.1724,Briggs (2007)
,1620,1600,7,,Chatel-sur-Moselle,Vosges,Lorraine,France,6.39335,48.3129,Briggs (2007)
,1620,1600,7,,Rosieres-aux-Salines,Meurthe-et-Moselle,Lorraine,France,6.33295,48.5954,Briggs (2007)
,1620,1600,7,,Amance,Meurthe-et-Moselle,Lorraine,France,6.27948,48.7543,Briggs (2007)
,1620,1600,9,,Vaudemont,Meurthe-et-Moselle,Lorraine,France,6.05513,48.4169,Briggs (2007)
,1620,1600,10,,Arches,Vosges,Lorraine,France,6.52836,48.118,Briggs (2007)
,1620,1600,6,,Bruyeres,Vosges,Lorraine,France,6.71947,48.2113,Briggs (2007)
,1620,1600,7,,Dompaire,Vosges,Lorraine,France,6.2262,48.2212,Briggs (2007)
,1620,1600,4,,Luneville,Meurthe-et-Moselle,Lorraine,France,6.49234,48.5922,Briggs (2007)
,1620,1600,3,,Charmes,Vosges,Lorraine,France,6.29325,48.3723,Briggs (2007)
,1620,1600,12,,Nancy,Meurthe-et-Moselle,Lorraine,France,6.18442,48.6921,Briggs (2007)
,1620,1600,5,,Dieuze,Moselle,Lorraine,France,6.71757,48.8103,Briggs (2007)
,1620,1600,5,,Pont-a-Mousson,Meurthe-et-Moselle,Lorraine,France,6.05487,48.9033,Briggs (2007)
,1620,1600,2,,Preny,Meurthe-et-Moselle,Lorraine,France,5.99599,48.9789,Briggs (2007)
,1620,1600,1,,Darney,Vosges,Lorraine,France,6.04725,48.085,Briggs (2007)
,1620,1600,1,,Bitche,Moselle,Lorraine,France,7.42728,49.0504,Briggs (2007)
,1570,1500,1,,Wallerfangen,Saarland,Saarland,Germany,6.71283,49.3276,Briggs (2007)
,1580,1500,3,,Wallerfangen,Saarland,Saarland,Germany,6.71283,49.3276,Briggs (2007)
,1590,1500,3,,Wallerfangen,Saarland,Saarland,Germany,6.71283,49.3276,Briggs (2007)
,1600,1600,4,,Wallerfangen,Saarland,Saarland,Germany,6.71283,49.3276,Briggs (2007)
,1610,1600,3,,Wallerfangen,Saarland,Saarland,Germany,6.71283,49.3276,Briggs (2007)
,1620,1600,2,,Wallerfangen,Saarland,Saarland,Germany,6.71283,49.3276,Briggs (2007)
1509,1500,1500,1,1.0,Onhaye,Namur,Wallonie,Belgium,4.83986,50.2415,Brouette (1953)
1509,1500,1500,1,1.0,Floreffe,Namur,Wallonie,Belgium,4.75922,50.434,Brouette (1953)
1509,1500,1500,1,1.0,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1510,1510,1500,2,0.0,Dinant,Namur,Wallonie,Belgium,4.91275,50.2605,Brouette (1953)
1510,1510,1500,1,,,Namur,Wallonie,Belgium,,,Brouette (1953)
1510,1510,1500,1,,,Namur,Wallonie,Belgium,,,Brouette (1953)
1511,1510,1500,2,,,Namur,Wallonie,Belgium,,,Brouette (1953)
1512,1510,1500,1,1.0,Floreffe,Namur,Wallonie,Belgium,4.75922,50.434,Brouette (1953)
1514,1510,1500,1,0.0,Andenne,Namur,Wallonie,Belgium,5.09645,50.4912,Brouette (1953)
1516,1510,1500,1,1.0,Braives,Liege,Wallonie,Belgium,5.14881,50.6282,Brouette (1953)
1517,1510,1500,1,1.0,Namur,Namur,Wallonie,Belgium,4.87199,50.4674,Brouette (1953)
1517,1510,1500,1,1.0,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1517,1510,1500,1,,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1517,1510,1500,1,0.0,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1517,1510,1500,2,,Hamois,Namur,Wallonie,Belgium,5.15685,50.341,Brouette (1953)
1518,1510,1500,2,0.0,Namur,Namur,Wallonie,Belgium,4.87199,50.4674,Brouette (1953)
1518,1510,1500,1,0.0,Namur,Namur,Wallonie,Belgium,4.87199,50.4674,Brouette (1953)
1520,1520,1500,1,1.0,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1521,1520,1500,1,,Sambreville,Namur,Wallonie,Belgium,4.63073,50.4467,Brouette (1953)
1521,1520,1500,1,1.0,Gerpinnes,Hainaut,Wallonie,Belgium,4.52779,50.3373,Brouette (1953)
1522,1520,1500,1,,Fernelmont,Namur,Wallonie,Belgium,4.98333,50.55,Brouette (1953)
1522,1520,1500,1,0.0,Mettet,Namur,Wallonie,Belgium,4.65785,50.32,Brouette (1953)
1522,1520,1500,1,0.0,Namur,Namur,Wallonie,Belgium,4.87199,50.4674,Brouette (1953)
1524,1520,1500,1,1.0,Fleurus,Hainaut,Wallonie,Belgium,4.55119,50.4823,Brouette (1953)
1524,1520,1500,1,1.0,Fleurus,Hainaut,Wallonie,Belgium,4.55119,50.4823,Brouette (1953)
1524,1520,1500,1,1.0,,Namur,Wallonie,Belgium,,,Brouette (1953)
1524,1520,1500,1,0.0,Eghezee,Namur,Wallonie,Belgium,4.90365,50.5926,Brouette (1953)
1524,1520,1500,1,1.0,Namur,Namur,Wallonie,Belgium,4.87199,50.4674,Brouette (1953)
1524,1520,1500,1,0.0,Braives,Liege,Wallonie,Belgium,5.14881,50.6282,Brouette (1953)
1524,1520,1500,1,0.0,Braives,Liege,Wallonie,Belgium,5.14881,50.6282,Brouette (1953)
1524,1520,1500,1,0.0,Braives,Liege,Wallonie,Belgium,5.14881,50.6282,Brouette (1953)
1524,1520,1500,1,1.0,Floreffe,Namur,Wallonie,Belgium,4.75922,50.434,Brouette (1953)
1524,1520,1500,1,,Philippeville,Namur,Wallonie,Belgium,4.54304,50.1958,Brouette (1953)
1526,1520,1500,1,1.0,Fleurus,Hainaut,Wallonie,Belgium,4.55119,50.4823,Brouette (1953)
1527,1520,1500,1,1.0,Sombreffe,Namur,Wallonie,Belgium,4.5884,50.5287,Brouette (1953)
1527,1520,1500,1,0.0,Namur,Namur,Wallonie,Belgium,4.87199,50.4674,Brouette (1953)
1528,1520,1500,1,,Mettet,Namur,Wallonie,Belgium,4.65785,50.32,Brouette (1953)
1528,1520,1500,1,0.0,,Namur,Wallonie,Belgium,,,Brouette (1953)
1530,1530,1500,1,0.0,Villers-la-Ville,Brabant Wallon,Wallonie,Belgium,4.53454,50.5792,Brouette (1953)
1530,1530,1500,1,0.0,Namur,Namur,Wallonie,Belgium,4.87199,50.4674,Brouette (1953)
1533,1530,1500,1,1.0,Andenne,Namur,Wallonie,Belgium,5.09645,50.4912,Brouette (1953)
1533,1530,1500,1,1.0,Andenne,Namur,Wallonie,Belgium,5.09645,50.4912,Brouette (1953)
1533,1530,1500,1,0.0,Andenne,Namur,Wallonie,Belgium,5.09645,50.4912,Brouette (1953)
1533,1530,1500,1,,Andenne,Namur,Wallonie,Belgium,5.09645,50.4912,Brouette (1953)
1533,1530,1500,1,0.0,Mettet,Namur,Wallonie,Belgium,4.65785,50.32,Brouette (1953)
1533,1530,1500,1,0.0,Mettet,Namur,Wallonie,Belgium,4.65785,50.32,Brouette (1953)
1536,1530,1500,1,0.0,,Namur,Wallonie,Belgium,,,Brouette (1953)
1538,1530,1500,1,0.0,Chatelet,Hainaut,Wallonie,Belgium,4.52786,50.4061,Brouette (1953)
1538,1530,1500,1,0.0,Fleurus,Hainaut,Wallonie,Belgium,4.55119,50.4823,Brouette (1953)
1540,1540,1500,1,,Dinant,Namur,Wallonie,Belgium,4.91275,50.2605,Brouette (1953)
1540,1540,1500,1,,Burdinne,Liege,Wallonie,Belgium,5.07643,50.5841,Brouette (1953)
1541,1540,1500,1,0.0,Hannut,Liege,Wallonie,Belgium,5.07776,50.6722,Brouette (1953)
1541,1540,1500,1,1.0,Ciney,Namur,Wallonie,Belgium,5.10083,50.2957,Brouette (1953)
1541,1540,1500,1,,Villers-la-Ville,Brabant Wallon,Wallonie,Belgium,4.53454,50.5792,Brouette (1953)
1541,1540,1500,1,,Villers-la-Ville,Brabant Wallon,Wallonie,Belgium,4.53454,50.5792,Brouette (1953)
1541,1540,1500,1,,Villers-la-Ville,Brabant Wallon,Wallonie,Belgium,4.53454,50.5792,Brouette (1953)
1541,1540,1500,1,0.0,Dinant,Namur,Wallonie,Belgium,4.91275,50.2605,Brouette (1953)
1541,1540,1500,1,,Dinant,Namur,Wallonie,Belgium,4.91275,50.2605,Brouette (1953)
1541,1540,1500,1,1.0,Floreffe,Namur,Wallonie,Belgium,4.75922,50.434,Brouette (1953)
1543,1540,1500,1,0.0,Florennes,Namur,Wallonie,Belgium,4.60511,50.2506,Brouette (1953)
1544,1540,1500,1,1.0,Florennes,Namur,Wallonie,Belgium,4.60511,50.2506,Brouette (1953)
1544,1540,1500,1,1.0,Florennes,Namur,Wallonie,Belgium,4.60511,50.2506,Brouette (1953)
1544,1540,1500,1,1.0,Florennes,Namur,Wallonie,Belgium,4.60511,50.2506,Brouette (1953)
1545,1540,1500,1,0.0,,Namur,Wallonie,Belgium,,,Brouette (1953)
1545,1540,1500,1,1.0,Dinant,Namur,Wallonie,Belgium,4.91275,50.2605,Brouette (1953)
1545,1540,1500,1,0.0,Dinant,Namur,Wallonie,Belgium,4.91275,50.2605,Brouette (1953)
1545,1540,1500,1,1.0,Dinant,Namur,Wallonie,Belgium,4.91275,50.2605,Brouette (1953)
1545,1540,1500,1,1.0,Dinant,Namur,Wallonie,Belgium,4.91275,50.2605,Brouette (1953)
1545,1540,1500,1,0.0,Mettet,Namur,Wallonie,Belgium,4.65785,50.32,Brouette (1953)
1545,1540,1500,1,,Florennes,Namur,Wallonie,Belgium,4.60511,50.2506,Brouette (1953)
1546,1540,1500,1,1.0,Mettet,Namur,Wallonie,Belgium,4.65785,50.32,Brouette (1953)
1546,1540,1500,1,1.0,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1546,1540,1500,1,0.0,,Namur,Wallonie,Belgium,,,Brouette (1953)
1546,1540,1500,1,,Assesse,Namur,Wallonie,Belgium,5.02227,50.3717,Brouette (1953)
1546,1540,1500,1,0.0,,Namur,Wallonie,Belgium,,,Brouette (1953)
1549,1540,1500,1,0.0,,Namur,Wallonie,Belgium,,,Brouette (1953)
1549,1540,1500,1,,Bioul,Namur,Wallonie,Belgium,4.7961,50.3311,Brouette (1953)
1549,1540,1500,1,,Bioul,Namur,Wallonie,Belgium,4.7961,50.3311,Brouette (1953)
1549,1540,1500,1,,Bioul,Namur,Wallonie,Belgium,4.7961,50.3311,Brouette (1953)
1549,1540,1500,1,,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1549,1540,1500,1,,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1549,1540,1500,1,1.0,Eghezee,Namur,Wallonie,Belgium,4.90365,50.5926,Brouette (1953)
1550,1550,1500,1,0.0,Gembloux,Namur,Wallonie,Belgium,4.68843,50.5652,Brouette (1953)
1550,1550,1500,1,1.0,Mettet,Namur,Wallonie,Belgium,4.65785,50.32,Brouette (1953)
1550,1550,1500,1,1.0,Mettet,Namur,Wallonie,Belgium,4.65785,50.32,Brouette (1953)
1550,1550,1500,1,0.0,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1550,1550,1500,1,0.0,Onhaye,Namur,Wallonie,Belgium,4.83986,50.2415,Brouette (1953)
1550,1550,1500,1,0.0,Florennes,Namur,Wallonie,Belgium,4.60511,50.2506,Brouette (1953)
1550,1550,1500,1,,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1550,1550,1500,1,1.0,Florennes,Namur,Wallonie,Belgium,4.60511,50.2506,Brouette (1953)
1550,1550,1500,1,,Floreffe,Namur,Wallonie,Belgium,4.75922,50.434,Brouette (1953)
1551,1550,1500,1,,Fleurus,Hainaut,Wallonie,Belgium,4.55119,50.4823,Brouette (1953)
1551,1550,1500,1,1.0,Houyet,Namur,Wallonie,Belgium,5.00997,50.1855,Brouette (1953)
1551,1550,1500,1,,Houyet,Namur,Wallonie,Belgium,5.00997,50.1855,Brouette (1953)
1551,1550,1500,1,,Hastiere,Namur,Wallonie,Belgium,4.83333,50.2167,Brouette (1953)
1551,1550,1500,1,0.0,Namur,Namur,Wallonie,Belgium,4.87199,50.4674,Brouette (1953)
1551,1550,1500,1,1.0,Gesves,Namur,Wallonie,Belgium,5.07555,50.4025,Brouette (1953)
1551,1550,1500,1,0.0,Florennes,Namur,Wallonie,Belgium,4.60511,50.2506,Brouette (1953)
1551,1550,1500,1,1.0,Hamois,Namur,Wallonie,Belgium,5.15685,50.341,Brouette (1953)
1552,1550,1500,1,1.0,Floreffe,Namur,Wallonie,Belgium,4.75922,50.434,Brouette (1953)
1552,1550,1500,1,0.0,Mettet,Namur,Wallonie,Belgium,4.65785,50.32,Brouette (1953)
1553,1550,1500,1,,Hastiere,Namur,Wallonie,Belgium,4.83333,50.2167,Brouette (1953)
1553,1550,1500,1,1.0,Hastiere,Namur,Wallonie,Belgium,4.83333,50.2167,Brouette (1953)
1553,1550,1500,1,,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1553,1550,1500,1,1.0,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1553,1550,1500,1,0.0,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1553,1550,1500,1,0.0,Florennes,Namur,Wallonie,Belgium,4.60511,50.2506,Brouette (1953)
1554,1550,1500,1,,Hastiere,Namur,Wallonie,Belgium,4.83333,50.2167,Brouette (1953)
1554,1550,1500,1,1.0,Ciney,Namur,Wallonie,Belgium,5.10083,50.2957,Brouette (1953)
1554,1550,1500,1,1.0,Yvoir,Namur,Wallonie,Belgium,4.87786,50.327,Brouette (1953)
1555,1550,1500,1,1.0,Ohey,Namur,Wallonie,Belgium,5.1246,50.4367,Brouette (1953)
1555,1550,1500,1,,Yvoir,Namur,Wallonie,Belgium,4.87786,50.327,Brouette (1953)
1555,1550,1500,1,,,Namur,Wallonie,Belgium,,,Brouette (1953)
1555,1550,1500,1,,Wavre,Brabant Wallon,Wallonie,Belgium,4.61281,50.7159,Brouette (1953)
1555,1550,1500,2,,Anhee,Namur,Wallonie,Belgium,4.87829,50.3106,Brouette (1953)
1556,1550,1500,1,,Jemeppe-sur-Sambre,Namur,Wallonie,Belgium,4.67869,50.4631,Brouette (1953)
1556,1550,1500,1,1.0,Jemeppe-sur-Sambre,Namur,Wallonie,Belgium,4.67869,50.4631,Brouette (1953)
1556,1550,1500,1,,Jemeppe-sur-Sambre,Namur,Wallonie,Belgium,4.67869,50.4631,Brouette (1953)
1556,1550,1500,1,0.0,Jemeppe-sur-Sambre,Namur,Wallonie,Belgium,4.67869,50.4631,Brouette (1953)
1556,1550,1500,1,,Florennes,Namur,Wallonie,Belgium,4.60511,50.2506,Brouette (1953)
1556,1550,1500,1,,Eghezee,Namur,Wallonie,Belgium,4.90365,50.5926,Brouette (1953)
1556,1550,1500,1,,Jemeppe-sur-Sambre,Namur,Wallonie,Belgium,4.67869,50.4631,Brouette (1953)
1557,1550,1500,1,0.0,Walcourt,Namur,Wallonie,Belgium,4.43492,50.2539,Brouette (1953)
1557,1550,1500,1,0.0,,Namur,Wallonie,Belgium,,,Brouette (1953)
1560,1560,1500,1,0.0,Floreffe,Namur,Wallonie,Belgium,4.75922,50.434,Brouette (1953)
1560,1560,1500,1,0.0,Onhaye,Namur,Wallonie,Belgium,4.83986,50.2415,Brouette (1953)
1560,1560,1500,1,1.0,Eghezee,Namur,Wallonie,Belgium,4.90365,50.5926,Brouette (1953)
1560,1560,1500,1,,Bioul,Namur,Wallonie,Belgium,4.7961,50.3311,Brouette (1953)
1560,1560,1500,1,,Gembloux,Namur,Wallonie,Belgium,4.68843,50.5652,Brouette (1953)
1560,1560,1500,1,0.0,Eghezee,Namur,Wallonie,Belgium,4.90365,50.5926,Brouette (1953)
1560,1560,1500,1,0.0,Hastiere,Namur,Wallonie,Belgium,4.83333,50.2167,Brouette (1953)
1561,1560,1500,1,0.0,,Namur,Wallonie,Belgium,,,Brouette (1953)
1561,1560,1500,1,0.0,Eghezee,Namur,Wallonie,Belgium,4.90365,50.5926,Brouette (1953)
1561,1560,1500,1,0.0,Mettet,Namur,Wallonie,Belgium,4.65785,50.32,Brouette (1953)
1561,1560,1500,1,0.0,Namur,Namur,Wallonie,Belgium,4.87199,50.4674,Brouette (1953)
